"Model: Simple Homogeneous, Source: T2 B cells",,,
,mean,2.5%,97.5%
Pool size at t0: N0 – log transformed,8.56513914793996,5.58399903983097,10.8128300255419
Ki67 proportion at t0,0.897276342922267,0.800991023805418,0.984300962378107
Rate of daily influx,0.003240630191824,0.002289592623131,0.004522590524751
Rate of cell division,1.81408438114621,1.30243373981905,2.40058398712809
ΔYFP – change in proportions of YFP+ cells,0.140107915702558,0.084247175851994,0.195032992632808
Rate of Ki67 loss,5.53879572945736,4.1358651892828,7.07728124167421
,,,
"Errors estimated from the model fits to Counts, Normalised chimerism, Ki67 proportions in Donor-  and in Host- derived SPGC B cells.",,,
sigma1,0.760454242634502,0.577353228718843,1.00970121354996
sigma2,0.532716815755213,0.404291904248863,0.71708961650646
sigma3,0.139526158241503,0.099586274179723,0.199117633340816
sigma4,0.247077887605449,0.186058464507008,0.33183872500675
,,,
,,,
,,,
"Model: Kinetic Heterogeneity, Source: T2 B cells",,,
,mean,2.5%,97.5%
Pool size at t0: N0 – log transformed,8.97908808194359,5.75246474764843,11.4096947476934
Ki67 proportion within transient subset at t0,0.897444172444685,0.80099557228239,0.984251528974927
Ki67 proportion within persistent subset at t0,0.896852614166455,0.800441047860169,0.983684088132436
Rate of daily influx,0.007436815098689,0.002261950152069,0.019275038257825
The proportion of transient subset within source – T1 B cells at t0,0.697225030338154,0.146453399800794,0.937438859976434
Rate of cell division within persistent subset,1.11620021920914,0.785518347179424,1.50370062619409
Rate of cell division within transient subset,1.3364613333873,0.923999676223144,1.846516715008
ΔYFP – change in proportions of YFP+ cells,0.12740762165475,0.067178100198071,0.185353183498988
Rate of net loss within transient subset,0.528049505500994,0.083125206900086,1.21093497775197
Rate of net loss within persistent subset,0.017648161956307,0.006913506295333,0.036546571065118
Rate of Ki67 loss,5.37562360082783,3.9421648473729,6.9045638030467
,,,
"Errors estimated from the model fits to Counts, Normalised chimerism, Ki67 proportions in Donor-  and in Host- derived SPGC B cells.",,,
sigma1,0.694407255825009,0.506089223065989,0.950354997476222
sigma2,0.525210885836741,0.390624641451388,0.706124706427249
sigma3,0.257404748878907,0.192934662582232,0.357127454741073
sigma4,0.252807202128509,0.189802117646426,0.341066844419409
,,,
,,,
,,,
"Model: Time-dependent Division, Source: T2 B cells",mean,2.5%,97.5%
Pool size at t0: N0 – log transformed,8.54111662857751,5.65397819723189,10.7163742835393
Ki67 proportion at t0,0.898151212592656,0.801040727162419,0.987840157570434
Rate of daily influx,0.002520770532402,0.001677481923828,0.003746416403265
Rate of turnover,1.7871414550317,1.30009138557416,2.32294632627354
Rate with which division varies with host age,-3.47260098781464E-05,-6.50761652188921E-05,-2.63981832670001E-06
ΔYFP – change in proportions of YFP+ cells,0.129824830974099,0.075476771605974,0.184511095666629
Rate of Ki67 loss,5.58621723732682,4.24264569826182,7.03646473148
,,,
"Errors estimated from the model fits to Counts, Normalised chimerism, Ki67 proportions in Donor-  and in Host- derived SPGC B cells.",,,
sigma1,0.685080974554815,0.515414103175704,0.931241308431026
sigma2,0.538954219592188,0.408121550724605,0.713412622681918
sigma3,0.140817235937312,0.101196439881899,0.200469627755815
sigma4,0.247229382212339,0.186200338855037,0.335880705164898
,,,
,,,
,,,
